age,income,score,experience,hours_per_week,target,gender_original,gender_Male,product_type_B,product_type_C
25.0,43954.0,31.0,15.0,40.0,1,Male,True,False,False
63.0,77108.0,47.0,29.0,37.0,0,Female,False,False,True
33.0,107044.0,59.0,22.0,24.0,0,Male,True,False,True
31.0,107505.0,64.0,27.0,22.0,1,Male,True,False,False
29.0,56668.0,66.0,39.0,42.0,0,Male,True,False,True
68.0,43061.0,69.0,4.0,45.0,1,Male,True,True,False
40.0,99252.0,46.0,19.0,56.0,0,Female,False,True,False
32.0,59749.0,32.0,39.0,43.0,1,Female,False,False,True
45.0,36907.0,48.0,0.0,38.0,0,Female,False,False,True
51.0,38777.0,59.0,29.0,44.0,1,Male,True,False,False
19.0,113229.0,31.0,20.0,40.0,1,Female,False,False,True
49.0,71745.0,74.0,19.0,31.0,1,Female,False,False,False
40.0,111865.0,63.0,5.0,52.0,0,Male,True,True,False
39.0,101818.0,46.0,21.0,23.0,0,Male,True,False,True
68.0,43624.0,39.0,17.0,26.0,1,Female,False,False,False
42.0,43321.0,39.0,7.0,41.0,1,Male,True,False,False
39.0,30488.0,51.0,38.0,52.0,0,Male,True,True,False
39.0,42574.0,46.0,31.0,36.0,0,Male,True,False,True
66.0,25240.0,64.0,32.0,43.0,0,Male,True,True,False
69.0,63221.0,44.0,15.0,53.0,0,Female,False,False,False
59.0,30478.0,57.0,11.0,47.0,0,Male,True,False,False
23.0,75645.0,49.0,37.0,58.0,0,Male,True,False,True
32.0,39262.0,54.0,33.0,41.0,1,Male,True,False,False
60.0,72796.0,46.0,13.0,36.0,0,Male,True,False,True
54.0,24432.0,60.0,35.0,53.0,1,Male,True,True,False
50.0,115257.0,60.0,32.0,25.0,0,Male,True,False,True
25.0,84291.0,56.0,22.0,25.0,0,Male,True,False,True
61.0,99104.0,59.0,1.0,53.0,1,Male,True,False,False
61.0,79399.0,35.0,20.0,20.0,1,Female,False,False,False
22.0,99714.0,54.0,1.0,29.0,0,Male,True,False,True
56.0,70428.0,68.0,26.0,40.0,1,Female,False,False,False
21.0,107731.0,57.0,8.0,24.0,1,Male,True,False,False
23.0,20302.0,34.0,0.0,21.0,1,Male,True,False,False
62.0,102558.0,49.0,10.0,41.0,1,Male,True,False,True
49.0,20055.0,55.0,2.0,21.0,0,Male,True,False,False
69.0,28717.0,38.0,22.0,29.0,1,Female,False,False,True
47.0,48699.0,29.0,25.0,53.0,0,Male,True,False,False
64.0,93686.0,45.0,3.0,35.0,0,Male,True,True,False
52.0,87661.0,38.0,17.0,58.0,0,Female,False,False,False
57.0,64247.0,49.0,5.0,41.0,0,Female,False,False,False
69.0,36748.0,26.0,34.0,31.0,1,Male,True,False,True
33.0,24621.0,58.0,21.0,43.0,1,Female,False,False,True
30.0,35034.0,40.0,14.0,59.0,0,Female,False,False,False
67.0,25126.0,64.0,21.0,57.0,0,Female,False,True,False
59.0,25122.0,45.0,36.0,29.0,0,Male,True,False,False
47.0,38030.0,49.0,11.0,54.0,0,Male,True,False,False
36.0,102838.0,47.0,37.0,51.0,1,Male,True,True,False
34.0,104717.0,39.0,17.0,26.0,0,Female,False,False,True
36.0,75658.0,87.0,34.0,40.0,1,Male,True,False,False
45.0,58638.0,42.0,29.0,39.0,0,Female,False,False,True
43.0,87067.0,65.0,23.0,45.0,0,Male,True,False,True
54.0,108869.0,33.0,29.0,23.0,0,Male,True,True,False
43.0,54674.0,55.0,13.0,41.0,0,Female,False,True,False
40.0,55854.0,57.0,5.0,34.0,1,Male,True,False,True
26.0,66271.0,49.0,2.0,59.0,1,Female,False,False,False
29.0,93688.0,41.0,15.0,40.0,1,Female,False,False,True
18.0,58518.0,46.0,6.0,34.0,0,Male,True,False,False
18.0,30267.0,43.0,13.0,41.0,0,Female,False,False,False
64.0,110825.0,86.0,8.0,47.0,1,Male,True,True,False
51.0,21062.0,49.0,14.0,33.0,1,Male,True,False,False
49.0,70448.0,57.0,20.0,46.0,0,Female,False,False,False
65.0,115462.0,76.0,34.0,59.0,0,Male,True,False,True
42.0,26229.0,36.0,1.0,47.0,1,Female,False,True,False
57.0,76793.0,50.0,26.0,45.0,0,Male,True,False,False
62.0,67915.0,45.0,1.0,21.0,0,Male,True,False,False
18.0,24632.0,48.0,34.0,44.0,1,Male,True,True,False
37.97165320974199,60966.30686900058,42.557460837613384,28.498162189640624,23.71147538430663,1,Female,False,True,False
62.67017283801617,76447.13445408795,56.87632334162255,31.725898326301095,19.917471628754868,0,Female,False,False,True
63.10271314670754,33755.033495084506,36.70231122301443,13.94261438791458,53.17420933006728,1,Male,True,True,False
29.130743568556234,29219.138410064206,16.959631849930272,36.67832709385579,53.94662281915194,1,Male,True,True,False
65.91989151613258,106321.23342448269,60.83248366535474,10.110321935656977,40.22696001017312,0,Male,True,False,False
24.046740962901954,53635.85955616468,19.016034490461273,15.00001974474779,25.838291437981155,0,Female,False,False,False
68.09517667460486,29767.17094015177,54.63141130314729,35.36810472531403,38.08647217309394,0,Female,False,True,False
67.7705321816325,76452.62958045607,44.359312302329286,4.061473244972957,52.107605065311326,1,Female,False,True,False
61.47536523435036,109616.2214913137,42.137077432667205,36.74020179336296,44.894326450508,0,Male,True,False,False
35.07930547117676,24641.10868992486,60.91186557316809,4.975787712975811,28.94352928302794,1,Male,True,False,False
53.045878849412645,99703.43299247923,39.22575879636244,27.944586118859306,27.03955824550723,1,Male,True,False,False
40.08901179911603,55640.57243898315,56.470078930007915,5.076738367959371,34.387116914025526,1,Male,True,False,True
21.538734677043404,58121.71787545044,30.90089925479774,0.9856524542295722,24.764034635881288,0,Male,True,False,True
51.89942179008996,74428.04589600652,25.175759925305297,37.40529449945752,25.26387009030393,1,Female,False,False,False
44.13204286783229,82877.77735906655,37.13242377177653,27.193717488599457,57.93353540504957,0,Male,True,False,True
40.02001176712924,102850.77512827486,57.29851134237523,37.7243221279313,44.17533274246305,0,Male,True,True,False
49.94266710060617,73310.13393360033,81.22650217120376,2.425961397965754,38.16377410959389,0,Male,True,False,True
33.527253470293616,23961.578133497118,56.64646006457438,29.87874238755039,52.33868180446592,1,Female,False,False,False
65.19172021555335,43812.910545098646,42.69420872624706,35.00766975287931,45.727356382687724,0,Male,True,False,False
65.7981735926008,45649.05030851643,70.34850378497875,17.14242684480304,39.486498501326345,1,Male,True,False,True
51.09152966305392,50395.33731404598,27.124851405083948,34.37813110060428,42.53760712328827,1,Female,False,False,True
60.822242406355855,83195.0985500358,56.52290669768459,25.345315489885028,23.08255249804023,0,Female,False,False,False
35.25458612778727,102417.35725815398,54.24547457065123,7.249981379283491,34.052190354776144,0,Female,False,False,True
22.070489421746608,99869.13965059479,53.73956897954678,0.9654839450206807,28.965818134852935,0,Male,True,False,True
69.11529483308843,43959.76091495381,64.68068900904969,6.970752679706805,50.33200939518408,1,Male,True,True,False
64.77638692556535,28230.1421472832,54.06102634731947,20.19755376114686,22.002560696338158,1,Male,True,False,False
25.399647213222647,57571.68131387436,46.253937871686084,30.129642016681032,53.52165095285204,1,Male,True,True,False
58.938303439691616,33238.25514536298,43.48392875654742,36.892915881188856,25.02417711495638,0,Male,True,False,True
58.39381023451284,28417.524499068353,25.622436382603556,13.625362355138538,53.82202590569679,0,Male,True,False,True
19.132208242809956,50655.81136482671,41.08333904103723,36.66946694810873,48.482282106931216,1,Male,True,False,True
66.01634529954178,45199.26576890879,70.13857527248494,17.16423023588439,40.03098132395515,1,Male,True,False,True
25.228588470895815,55042.53564552619,64.15989581205116,35.83513347340973,36.95974723847194,0,Male,True,False,False
56.05917483123553,36834.869925645435,26.881226643076747,17.12193315647482,52.94042279793021,0,Female,False,False,False
56.96465252623226,53783.02926813801,62.39878659505338,14.69667518151664,39.66782703798754,1,Female,False,False,False
50.298231124579736,38387.76996585482,59.22606927174987,28.93334805081986,44.044326787653326,1,Male,True,False,False
44.327551276001856,77334.90831776233,53.97914430804437,25.31668720215955,32.02064652982357,0,Male,True,False,True
23.748176229665177,53092.896360054954,18.553391151219262,14.792210728961157,25.919764785206528,0,Female,False,False,False
43.24165540791283,90823.48402612335,49.58306026892974,34.091906566707955,54.76680342218295,1,Male,True,False,False
18.142751688721514,92860.77438222842,47.44770106230541,27.21718590545183,41.86441313000382,1,Female,False,False,False
24.839444642722825,91860.10998465744,49.80263323565613,19.100109957955897,38.957588400626946,0,Male,True,False,True
65.09883577756145,45558.69311675897,65.39838205717902,10.919801182996363,32.66902100348629,1,Male,True,False,False
23.320936879348306,112043.7716098538,33.336220582409005,25.08969554594307,54.97061073337128,1,Female,False,False,True
39.104884460154686,91199.61152676954,61.62652820457204,33.01623252557312,25.035900356298523,0,Male,True,True,False
45.3236487092129,92106.70746043538,10.100471804927187,6.993949085151153,27.0703500524157,1,Female,False,True,False
44.749387962832785,45733.8079800923,41.37467753207542,12.738574957668346,32.897206160401346,0,Male,True,False,False
53.91183094413208,109980.70290945377,33.33362664243766,28.774907565005932,23.077925033377518,0,Male,True,True,False
19.87758276363372,75607.81446374414,64.05590410924182,18.1448623025727,57.92396869131619,1,Male,True,True,False
40.3199231816198,111209.68530496542,63.00191219961138,5.607756058140282,52.04999446020765,0,Male,True,True,False
38.43099862225943,24861.519931705665,67.17519337601075,17.98671490955951,56.961809911848846,0,Male,True,False,False
49.765592772389894,46180.933500747065,61.743130925493105,8.155721426997038,25.243223958030075,0,Male,True,True,False
23.110223927266922,112069.73279426177,33.13694025310452,24.927782339416872,55.20966571408958,1,Female,False,False,True
57.44925655199835,27350.407760721897,67.39946482526065,0.6502130858252329,20.305655525574476,1,Male,True,False,False
23.269201499230395,41264.1177977366,52.546764748389116,3.3064139109221706,20.878197077759694,0,Male,True,False,False
49.727871181017385,119767.56345904301,57.83120312646042,24.108810938013903,29.650173210054007,0,Female,False,False,False
21.910588429647095,41789.086319031754,27.974027447035095,25.185018313251142,34.07723853293913,0,Female,False,False,True
47.200980098720024,115585.9694616808,40.27082905592997,7.381108792883077,39.78257953418408,1,Female,False,False,False
49.733050703272156,67193.55556749749,42.94228043895321,22.328440383732655,50.900823204391884,1,Male,True,False,True
51.437563697413566,117607.45468394758,64.07789559833708,14.366084026340511,53.9189235224766,1,Female,False,True,False
51.71698421635288,38940.58614830635,49.13644806679653,16.63367240775351,45.142863772842254,0,Male,True,False,False
24.837979803765723,34114.68580848405,50.277763277448344,8.815973765276588,37.6220451759263,1,Female,False,False,False
60.75153491676814,99246.12599310554,58.94593568197498,0.940719363271686,52.96432503631117,1,Male,True,False,False
66.06116324603673,39179.23971890322,60.213223585979705,2.1550384306935126,24.086290954194432,1,Male,True,False,False
45.16736165170076,70513.10295947346,46.61388674794822,32.97962330313313,21.931179498600848,0,Male,True,True,False
44.77339794743108,58045.62391372916,41.62460087428866,28.7920555048756,38.9841598009466,0,Female,False,False,True
50.1005297805363,109368.34847239222,52.769073693183294,25.21060867522591,36.165709969840144,0,Female,False,False,True
20.95199029857165,109405.31638364583,34.16543513806131,19.043978612631523,33.675459816322046,0,Male,True,True,False
65.97955686567846,25390.372335689066,63.728604023313686,32.044416075396065,42.67395934748504,0,Male,True,True,False
61.40182008033896,83572.1507909585,56.92382729165197,25.08503438034481,22.45991174992027,0,Female,False,False,False
60.65226123086945,88216.41150803101,62.67658744625642,11.167141387229515,51.447614654536736,1,Female,False,False,True
49.64616648752388,119354.41176616478,80.07102379699911,20.376939409131047,40.72605336904219,1,Female,False,False,True
42.07489055205092,118284.1737875693,56.501741263811624,3.7002789213340423,42.90506541122392,0,Male,True,True,False
42.84344779677383,46558.32081567833,36.07289747220005,21.584726929455336,42.11550876191263,1,Female,False,False,True
39.82632155647031,82360.35653942403,50.810686096034445,22.851056431356717,42.121273148628795,0,Female,False,True,False
34.22942850582157,24257.14709543879,56.491533865570865,30.125879430894898,51.76820094857852,1,Female,False,False,False
20.07075261900971,57947.97323271546,41.13463458604895,16.81128678110606,48.71254840879426,0,Male,True,False,True
19.214661164778104,53729.67055362908,56.8147918203158,11.33952021299202,40.90124526908488,1,Female,False,True,False
40.00965547249323,31328.319147850496,46.813075674175465,24.11022782945832,46.880447853179554,0,Male,True,False,False
24.876211447116532,55692.96852115229,63.68610369617652,35.43550190769887,37.36102751664654,0,Male,True,False,False
67.76663809234175,57855.4314608138,64.4157462512711,13.927358653414935,31.93585449889835,0,Male,True,False,True
49.94288579034227,42935.0691642998,47.17482657971807,26.12271461639146,40.66508836071394,0,Female,False,False,True
47.210263590453316,49876.95744301338,29.051872416150424,24.921078845002235,52.96817562200625,0,Male,True,False,False
69.1850210262853,105775.833724098,68.04958901181016,32.908646406074105,40.41411655309334,0,Male,True,False,True
30.947622489195385,113965.13694157082,38.667052883731415,5.137396129725087,47.0715808777189,1,Male,True,False,True
49.738658683133885,65103.80084885706,52.365760409990926,28.924245155255264,39.6208138025386,0,Female,False,False,True
65.99471847795297,26452.133882886257,59.89673169745587,34.98091158993964,22.617745830086793,0,Female,False,False,False
38.51413656847633,90356.6397289071,60.842320136551,32.399948155396274,25.175891604928587,0,Male,True,True,False
21.081907480511287,47253.33452782586,31.602773711009988,17.19554700316125,44.078293060555715,1,Female,False,True,False
68.71650007482879,107749.13017423073,49.11695196445221,4.960945264311833,39.1830478559406,0,Male,True,False,False
41.187976649197246,85933.31713264038,53.84274117756661,34.89813134469816,57.89262806146521,0,Female,False,False,True
50.23781119346582,65861.85981282688,51.86158921263997,28.90061923336947,40.07038792983217,0,Female,False,False,True
65.92609419774797,25294.347197318646,27.320743760833242,2.806582714597759,50.824652468154596,1,Female,False,True,False
62.30221872589193,62535.004733847665,61.723940060995524,36.95294922112324,54.249427080775085,0,Female,False,False,True
55.9263049581578,100127.45541092104,43.98281946992301,4.245466402475252,25.78127761121492,0,Female,False,True,False
17.726170424158266,48615.529896039254,49.93317288106696,11.151486593294168,58.99694161387608,0,Female,False,False,False
42.211005445606496,42727.008238352006,38.99635462419828,6.950706614418942,40.72750636294181,1,Male,True,False,False
17.5298283415648,103030.52515717014,65.8941340263688,13.760825607955503,41.97844531297087,1,Female,False,True,False
56.33921968495244,63502.171736458404,41.548533874939416,21.78407995573316,40.327465182848165,1,Female,False,False,False
25.08498002200318,33896.334032013496,50.65606660072601,8.738071527792409,38.100359650668686,1,Female,False,False,False
57.01752435258679,40698.90023147078,41.943388410554704,0.0650749680592255,23.03543610999963,0,Female,False,False,False
19.233891487693427,89912.11120344864,57.51136013164978,26.474225317524233,36.22450142640343,1,Female,False,True,False
50.35717464235765,64416.303464525365,51.43897435639736,29.023170351156008,40.20861040146174,0,Female,False,False,True
32.540575579565484,80988.28344008738,50.88787040067854,3.791041676858269,40.00256635200945,0,Male,True,False,True
62.91000462633409,62505.491331970596,62.61801407455995,37.41766096336576,54.25460017138073,0,Female,False,False,True
31.723080354731685,49865.662905333615,59.19294547076094,1.1035387090225335,37.28006281400032,1,Female,False,True,False
59.19106985446656,62742.66588164162,56.1921249355109,26.079732123651596,48.60027443728854,0,Female,False,True,False
40.02514666785026,102931.8226964035,56.61393164446598,38.39348060866772,44.38748560381084,0,Male,True,True,False
69.40874705312693,43532.45722387332,65.40742063791319,7.002819982146186,50.04544895144117,1,Male,True,True,False
57.67116949209142,100869.81813383888,33.01821561964012,14.695229347877765,37.98852620171003,1,Male,True,True,False
17.976023594502262,49047.55163804705,60.26974247634047,14.002677793933355,41.05575578989667,1,Male,True,False,True
47.01329561901717,65426.55542093223,54.673482173244736,19.96465965191503,38.832791722079996,0,Female,False,True,False
17.62400305594066,93229.37065685852,48.11802630861067,26.581978944067888,41.972505113395066,1,Female,False,False,False
69.29942895744259,43993.84801273626,65.3094471548318,7.009104198496484,49.81061666771877,1,Male,True,True,False
56.67410830731716,53504.75558160161,63.11441110575509,15.301186124300425,40.24651673079356,1,Female,False,False,False
18.96023598105834,58583.99780846266,42.9037404152347,10.05082377101922,58.9547110703493,1,Female,False,False,False
38.8262147339109,91871.12092826658,69.84797944203646,12.853056616237653,41.06979977719133,1,Male,True,False,False
47.879112130532036,75424.08217743995,62.08241291794747,19.733417299045623,54.89214892426253,1,Male,True,True,False
19.43237064470396,63411.12699053264,43.36150402323844,30.56439961661963,32.00652383783775,1,Male,True,False,True
19.009297494669976,89381.50762598951,58.36626447041118,26.374659218171704,36.08873284547106,1,Female,False,True,False
24.469558262645684,90532.80973077897,35.885430080548275,8.823852156975779,27.799567870725053,0,Female,False,True,False
63.90188595355938,87206.17923573163,61.55425390791807,27.92140310113054,54.42694354917384,0,Male,True,False,False
29.010698616637313,30441.3762417602,16.971856146632714,37.03066250658454,54.08190658086847,1,Male,True,True,False
50.955950103670155,44062.52024925312,46.78665126133375,26.2267083506122,40.9189096142742,0,Female,False,False,True
62.8527215199757,33284.41158727745,37.009377072737024,14.06517608349467,53.00313423177654,1,Male,True,True,False
18.101217831088125,48259.87168333897,59.415707370537454,14.155952448296524,40.77991936771097,1,Male,True,False,True
40.56626943318898,61206.480020040006,42.025333153820526,10.83774614626881,43.18624276974024,1,Female,False,False,False
66.59637887778118,57854.470538845184,64.82357073812958,13.989100364879905,32.06249634869604,0,Male,True,False,True
68.69690477547468,60573.63814139003,38.01900487759243,11.55735711326882,47.56105955351377,0,Female,False,False,False
53.996295321980575,101190.19530325478,52.968802972792396,37.99345317800932,23.050550275377436,1,Male,True,True,False
52.284978748363685,116369.37937164438,64.64647080334254,17.744204134900677,31.06474919080553,0,Female,False,True,False
55.37438262207707,66292.47078523575,38.24535377688226,5.60133100062709,25.813307919404885,1,Male,True,False,False
66.83227885219084,57853.641378317734,65.01163812629608,13.927063310830558,32.235167778061076,0,Male,True,False,True
34.79670696463843,51426.148686942994,33.144454426589824,21.640718631605928,29.08733391129825,1,Female,False,False,True
26.03083996198099,29455.388391329834,45.479108862050936,30.85442731301232,38.46173396871441,0,Female,False,True,False
27.932207884037307,24102.169078824187,67.02109147819748,23.7481998859821,45.83152379782636,1,Male,True,False,True
42.1193965066004,117557.82732240284,56.81232100795832,4.231014947180164,43.259409370243176,0,Male,True,True,False
32.43192702514118,28638.810116427918,37.411282884502626,18.559965276994234,42.928753879181876,1,Male,True,True,False
25.739272754186707,43861.419164046085,56.82762040938798,11.961125435416093,39.421814710940666,1,Female,False,False,True
40.94896158384515,81626.45959276902,63.929935170686996,8.017714006561473,54.00134839984619,1,Female,False,False,True
49.1348207500479,92935.72544836183,52.496941973746566,15.07243922844336,51.13212350878475,0,Female,False,False,True
68.65391013307503,106718.57089679776,68.28364149878666,33.202603460461226,40.0474239132665,0,Male,True,False,True
18.266557848522982,30548.63225371992,43.36207644434029,13.067698948801207,40.92028435628234,0,Female,False,False,False
61.100994734820794,101360.24391572426,62.11549877797018,4.146411277744743,53.61375415926669,1,Female,False,False,True
18.13585659626535,93210.03583211167,47.64934942510234,26.83339542393835,42.30715230397822,1,Female,False,False,False
53.8544416632135,57196.12622702407,52.99942086979305,4.09546482142889,34.36235814971461,1,Male,True,True,False
42.03940268975627,25653.793106151585,35.96690034290615,0.991668453034429,46.694147386841294,1,Female,False,True,False
41.92306575898483,77817.08432908142,55.2788356452512,15.008097851552453,38.93662256975345,0,Male,True,True,False
38.968068795287635,74468.04119706305,51.1860640904815,29.76610566710125,43.766569519764346,0,Male,True,False,False
50.332200949461885,27120.37563147075,24.57260478852865,39.103835158374835,48.103845929964336,0,Male,True,False,False
43.539680791739,93608.69078409176,53.22189112886034,1.087592075856387,32.14163353772088,0,Male,True,False,True
41.57770588856807,111936.97129025828,47.908713725566116,4.887045612860732,51.19510044821411,0,Female,False,True,False
41.444849862393475,62269.72038083169,42.39661624342096,10.974326408667878,43.07904820916204,1,Female,False,False,False
54.230600234460816,57008.539392825434,88.03944545975685,36.192726650458084,37.98671415049673,0,Female,False,False,False
53.78068763373519,24194.149751606263,60.191221210437654,35.00070031537907,53.07624454802855,1,Male,True,True,False
43.201507331151475,84679.8928135326,62.228124817513695,19.088634644519118,26.72326571202308,1,Male,True,False,False
66.43373226758042,24460.64173356054,27.50073488929924,2.7554998385594835,50.771173298592636,1,Female,False,True,False
52.01568964614609,117984.8476633685,19.898393497206026,7.144986500770816,38.07616955722085,1,Female,False,True,False
31.095042435160856,111915.18488512123,51.18585910744859,19.506819736202527,34.918325646755,1,Male,True,False,True
17.344363645707,47375.69341352404,22.998602448251706,14.244614466966691,58.26616105832554,1,Male,True,False,False
39.060978845820024,91438.86190501812,70.14635049126336,12.876487513039825,40.99968789251616,1,Male,True,False,False
38.29655253418871,81565.91634649903,72.24303568774263,32.1584859489474,38.78602135296382,0,Male,True,True,False
62.292871043066825,68315.88052146655,45.03074628881769,0.821645538030712,20.807443111596175,0,Male,True,False,False
57.838313226095934,100953.37422068861,32.71173243465666,15.102361092113657,37.72170983951501,1,Male,True,True,False
53.938632159851736,55971.92265483802,53.73758178196628,3.677760942398677,34.329893574393665,1,Male,True,True,False
26.045060857036308,111502.9558458531,35.03570004853331,13.104049024790271,28.965557590554326,1,Male,True,False,False
61.43726436064915,91862.04865988223,40.34154238989666,4.849242798675461,27.986496942743894,1,Female,False,False,False
38.677637659246955,40224.12071888541,29.43592713485192,4.981901619730233,34.95587589391368,1,Female,False,True,False
68.6648105547251,20930.417711311853,65.51952822193735,12.78642155052385,55.05082508086312,0,Female,False,False,False
32.396655816940296,110280.09872536913,36.82305462423105,2.335805207759521,26.054627432946372,1,Male,True,False,True
61.95451655905854,29596.249419028754,52.01867731681197,38.02582836726056,23.908488346722304,0,Male,True,False,False
27.579558164975726,32398.17250453589,39.19705352945919,1.9352627875025974,32.86641035880994,0,Female,False,False,True
43.002557826049234,69571.18123202016,43.05440739372042,1.846508297738031,28.27482483910292,1,Female,False,False,False
26.47489526022791,29823.80715903962,45.2937088928309,31.290571022951614,38.25326685713271,0,Female,False,True,False
66.18467291396104,27292.3684972639,56.156757370351464,35.743265055690614,54.15703925228676,1,Female,False,False,True
37.5922773939964,113618.00974790996,58.393224813642675,10.196579304329417,35.3333412246738,1,Female,False,True,False
67.91830163277535,76429.76843708438,43.92747130592436,4.02387141171079,52.01770218214097,1,Female,False,True,False
45.340922257048305,100011.6807133991,30.106192389616012,-0.23130084935579145,26.100920724459485,0,Female,False,True,False
44.000934808321475,81446.71078832289,36.928861274912336,26.956909936547795,57.939455462407345,0,Male,True,False,True
31.532680650000195,112951.50560257738,38.92642791308153,4.509276891440018,46.7995989534961,1,Male,True,False,True
38.920888127373026,30094.415367278107,51.41679677089555,37.9614108842127,52.288753581989376,0,Male,True,True,False
51.01855591897804,50375.36363221136,26.97321425108254,34.00088817733249,43.38519960339665,1,Female,False,False,True
68.30244284941313,27568.389410488973,37.83615068085759,22.003398967379585,29.154659485424194,1,Female,False,False,True
61.14226755982344,31940.495959191914,45.30739797825553,1.2410262270138277,56.0412492493183,1,Male,True,True,False
22.289491967557545,41888.460694255074,27.830626745052722,25.16326238627756,34.024789536199584,0,Female,False,False,True
68.00040292091838,77936.27174838539,43.260686129287194,3.668316257687541,51.733965332321816,1,Female,False,True,False
40.890759660956846,96392.89010429473,51.54531011793602,36.769510791046464,49.80707654341199,1,Female,False,False,True
66.73900061233672,78832.95082850278,48.875794394898314,4.914935449721737,30.742451587796516,1,Male,True,False,False
31.426183885663534,108600.9269290068,36.69899457277274,1.9801482287301766,25.641377443318838,1,Male,True,False,True
41.77085778840861,108177.29140841644,57.11046836433327,25.0976724326198,54.704064863998106,1,Female,False,False,True
56.257022497647974,64351.789097065965,42.1909037313743,21.997510957554404,39.69153743301315,1,Female,False,False,False
25.90491250653135,25695.66828478632,69.1849030811418,35.967014237423655,20.343287372900146,0,Female,False,False,True
25.302980295137402,33308.71601373216,51.22627678285583,9.452433534582301,38.43936472316178,1,Female,False,False,False
24.63071385732584,91942.29806614979,50.44793077661229,18.752402808221607,38.703604956311985,0,Male,True,False,True
51.85379090183917,115325.15204453308,68.9691116869659,24.847793055202004,42.848902066621946,0,Female,False,False,True
61.78578482709248,21037.28304518572,32.68826227790569,37.06960618418918,28.198731806561568,0,Male,True,True,False
46.8529238198708,37923.2865715412,48.78475402703131,10.379601915179638,53.691173975967565,0,Male,True,False,False
23.45550777436892,78868.93509246773,7.639415920606987,7.309988830647648,49.99004139868582,1,Female,False,False,True
53.388100455957236,110165.8471902251,60.23606151776045,18.789224643167852,29.11742278712481,0,Female,False,False,False
61.21914014228798,78944.08416252148,86.16878724614112,32.132466228070015,27.876839616516644,1,Male,True,False,False
59.662359231507445,57422.47401607611,52.02609468943374,22.076507771855095,50.822386826217034,0,Male,True,False,False
36.00799478754299,103165.40939508264,47.18647932088165,37.36308044957898,51.28618451254221,1,Male,True,True,False
44.69888999447811,71309.14576709183,45.83982914070899,33.24446017806379,22.01523650077216,0,Male,True,True,False
58.87605776144377,29440.631875123287,56.94824698496182,10.63516410913493,47.2167816879566,0,Male,True,False,False
41.456132381068535,96081.68324681204,52.091090496274454,36.830286195102076,49.85915012066013,1,Female,False,False,True
39.23290732041476,41926.88436473277,32.52477071838264,33.88717608860456,36.22396153016851,0,Male,True,True,False
19.02929432166704,72680.6665795333,39.86511337959668,17.988405132081066,26.974115515567732,1,Female,False,False,False
51.74857953016258,86613.9432832616,53.19614981281282,4.1388690419328364,53.34444977980086,0,Female,False,False,True
54.43584935097463,101101.83357553119,53.11253249417147,37.85410134734134,23.005234166080637,1,Male,True,True,False
42.81964235982848,87996.6964198777,65.1097107777146,22.948989543182485,45.26750217429659,0,Male,True,False,True
53.34724896603772,69361.1835140407,56.24006742326613,0.014147298520754399,30.056127586688014,1,Male,True,False,True
49.60112398355896,45920.66706149958,62.60436539302263,8.192831111513101,25.038032978782713,0,Male,True,True,False
40.86796698646252,20501.569723674813,52.35772025204935,29.060277980653808,47.18948144338789,1,Male,True,True,False
43.52617716602385,81497.43812953266,36.65084687711578,26.774144831634867,58.011985781552916,0,Male,True,False,True
49.37317515773549,114808.5063228162,44.227402932702624,2.941251621582928,54.44404775875357,0,Female,False,True,False
53.70035535293484,33823.51528975728,43.162008625179936,32.918692845470254,36.73554971298684,1,Male,True,True,False
65.24195170359744,62420.57791049083,63.12185409723433,34.132296058535005,36.41151705930935,0,Female,False,False,False
43.93897096511404,36994.79748865328,51.55202798966466,0.278511133779773,33.829562160620135,1,Female,False,True,False
68.83136908604116,60145.23284100397,37.52855064881825,12.053523415808147,48.21681912268134,0,Female,False,False,False
21.088091540909314,46751.192426810725,31.96265250742575,17.173606314174013,43.579123440230035,1,Female,False,True,False
65.67679459768824,78302.01486669172,49.08147520166105,5.096385555374302,31.416731873867246,1,Male,True,False,False
39.140903961731595,42951.53678005886,46.817705560770726,30.94997793059724,35.821186282507504,0,Male,True,False,True
31.12864763606717,111931.920170427,50.84111451974619,19.758458679157265,35.517659845251046,1,Male,True,False,True
66.09828890566095,62497.76941273534,60.27629347496185,21.974464219120787,39.94332667208413,1,Female,False,False,False
47.169087622272855,64801.63815113125,55.10637118926393,20.44755808300495,39.10447519935312,0,Female,False,True,False
17.88686487775514,112628.99166470952,55.87621955855254,12.940582470175215,39.91532967787263,0,Male,True,True,False
51.27555468273823,68927.37755116806,44.260025231999535,30.911167910162444,45.08447786809565,1,Male,True,False,True
31.661090343168652,107662.45057959671,27.375750000653206,25.224507392667395,53.660527905978604,1,Male,True,True,False
67.24933465135092,75711.33085837176,49.5157644964658,1.9943153437506473,33.08169592089275,0,Male,True,False,True
33.16722387038758,47633.72352230988,59.087850942346336,13.344768568052618,33.2747667842939,1,Male,True,False,True
49.13781452160392,66244.83414812341,42.950332460403445,21.590076108815556,51.021107390127035,1,Male,True,False,True
38.3755284899531,76834.46024168281,63.101476481452494,31.785732418657744,45.849417618401496,0,Female,False,False,False
40.44428424211946,81317.64680743171,51.13942796132159,22.562206702676153,42.417364481962665,0,Female,False,True,False
30.181230634257563,103702.27031673664,48.173615552247,15.670156305599722,34.26501727775517,1,Male,True,True,False
